    id  name                                    desc                                                                                                                                                                                                                                                           
  1157  OPERATOR_DESC                           麻醉过程中拟实施的有创操作和监测的详细描述                                                                                                                                                                                                
  1158  SPEICAL_EXAMTREAT_COMPLICATION          麻醉中、麻醉后可能发生的意外情况及并发症的详细描述                                                                                                                                                                                    
  1159  ANESTHESIA_ANALGESIA_FLAG               标识患者是否同意使用麻醉镇痛泵的标志                                                                                                                                                                                                         
  1160  ANESTHESIA_SAFE_FLAG                    标识患者是否同意参加麻醉安全保险的标志                                                                                                                                                                                                      
  1161  DISPOSE_OPINION                         在此诊疗活动过程中，医疗机构对患者应尽责任的陈述以及对可能面临的风险或意外情况所采取的应对措施的详细描述                                                                                                   
  1162  DISPOSE_OPINION                         患者/法定代理人对手术同意书中告知内容的意见的详细描述                                                                                                                                                                                
  1163  PATIENT_NAME                            患者本人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                           
  1164  PATIENT_NAME                            患者法定代理人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                  
  1165  RELATION_CODE                           法定代理人与患者的关系类别在特定编码体系中的代码                                                                                                                                                                                       
  1166  SIGN_DATETIME                           患者/法定代理人签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                   
  1167  PATIENT_NAME                            对患者实施麻醉的麻醉医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                   
  1168  SIGN_DATETIME                           麻醉医师进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1169  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
  1170  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1171  INFORMED_CONSENT_NO                     按照某一特定编码规则赋予患者本人的知情同意书的顺序号                                                                                                                                                                                 
  1172  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1173  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1174  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1175  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1176  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1177  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1178  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1179  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1180  DIAG_CODE                               患者所患的疾病诊断特定编码体系中的编码                                                                                                                                                                                                      
  1181  BLOOD_TRANSFUSION_CODE                  既往有无输血经历的分类代码                                                                                                                                                                                                                        
  1182  BLOOD_TRANSFUSION_INDICATION            受血者接受输血治疗的指征描述                                                                                                                                                                                                                     
  1183  BLOODTRANSFUSION_TYPE_CODE              输入全血或血液成分类别在特定编码体系中的代码                                                                                                                                                                                             
  1184  INP_DIAG_CODE                           输血前与输血相关的检査项目及检査结果描述，如HBsAg、Anti_HBs、梅毒等                                                                                                                                                                 
  1185  BLOOD_TRANSFUSION_WAY                   输血同意书中本次输血方式的详细描述，如自体输血、异体输血                                                                                                                                                                           
  1186  SALVAGE_BEGIN_DATATIME                  拟对患者开始进行输血时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1187  DISPOSE_OPINION                         在此诊疗活动过程中，医疗机构对患者应尽责任的陈述以及对可能面临的风险或意外情况所采取的应对措施的详细描述                                                                                                   
  1188  DISPOSE_OPINION                         患者/法定代理人对输血治疗知情同意书中告知内容的意见描述                                                                                                                                                                             
  1189  PATIENT_NAME                            患者本人或法定代理人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                         
  1190  RELATION_CODE                           法定代理人与患者的关系类别在特定编码体系中的代码                                                                                                                                                                                       
  1191  SIGN_DATETIME                           患者/法定代理人签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                   
  1192  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1193  SIGN_DATETIME                           医师进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1194  OUTP_NO                                 按照某一特定编码规则賦予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
  1195  INP_NO                                  按照某一特定编码规则賦予住院就诊对象的顺序号                                                                                                                                                                                             
  1196  INFORMED_CONSENT_NO                     按照某一特定编码规则赋予患者本人的知情同意书的顺序号                                                                                                                                                                                 
  1197  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1198  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1199  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1200  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1201  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1202  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1203  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1204  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1205  DIAG_CODE                               患者所患的疾病诊断特定编码体系中的编码                                                                                                                                                                                                      
  1206  SPEICAL_EXAMTREAT_ITEM                  拟进行的特殊检查及特殊治疗项目名称的描述                                                                                                                                                                                                   
  1207  SPEICAL_EXAMTREAT_INTENT                拟进行的特殊检査及特殊治疗的目的描述                                                                                                                                                                                                         
  1208  SPEICAL_EXAMTREAT_COMPLICATION          拟进行的特殊检査及特殊治疗项目可能引起的并发症及风险描述                                                                                                                                                                           
  1209  REPLACE_SCHEME                          医生即将为患者实施的手术或有创性操作方案之外的其他方案，供患者选择                                                                                                                                                            
  1210  PATIENT_NAME                            患者本人或法定代理人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                         
  1211  RELATION_CODE                           法定代理人与患者的关系类别在特定编码体系中的代码                                                                                                                                                                                       
  1212  SIGN_DATETIME                           患者/法定代理人签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                   
  1213  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1214  SIGN_DATETIME                           医师进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1215  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
  1216  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1217  INFORMED_CONSENT_NO                     按照某一特定编码规则赋予患者本人的知情同意书的顺序号                                                                                                                                                                                 
  1218  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1219  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1220  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1221  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1222  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1223  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1224  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1225  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1226  DIAG_CODE                               患者所患的疾病诊断特定编码体系中的编码                                                                                                                                                                                                      
  1227  CONDITION_EMERGENCY_MEASURES            病危（重）通知书中的病情概括及主要抢救措施的描述，包括神志、生命体征、主要器官功能的描述                                                                                                                           
  1228  CRITICAL_ILLNESS_CONTENT                患者病情危、重时，由经治医师或值班医师向患者家属告知病情危重情况的详细描述                                                                                                                                                
  1229  SIGN_DATETIME                           病危（重）通知书下达时的公元纪年日期和时间的完整描述                                                                                                                                                                                 
  1230  PATIENT_NAME                            法定代理人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                        
  1231  RELATION_CODE                           法定代理人与患者的关系类别在特定编码体系中的代码                                                                                                                                                                                       
  1232  SIGN_DATETIME                           法定代理人签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                          
  1233  PATIENT_NAME                            医师签箸的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1234  SIGN_DATETIME                           医师进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1235  OUTP_NO                                 按照某一特定编码规则赋予门（急）诊就诊对象的顺序号                                                                                                                                                                                    
  1236  INP_NO                                  按照某一特定编码规则赋予住院就诊对象的顺序号                                                                                                                                                                                             
  1237  INFORMED_CONSENT _NAME                  患者在医疗机构接受诊治过程中笛要被告知的知情同意书的名称                                                                                                                                                                           
  1238  INFORMED_CONSENT_NO                     按照某一特定编码规则赋予患者本人的知情同意书的顺序号                                                                                                                                                                                 
  1239  DEPT_NAME                               患者在医疗机构就诊的科室名称                                                                                                                                                                                                                     
  1240  AREA_NAME                               患者当前所在病区的名称                                                                                                                                                                                                                              
  1241  AREA_NO                                 患者住院期间，所住病房对应的编号                                                                                                                                                                                                               
  1242  BED_NO                                  患者住院期间，所住床位对应的编号                                                                                                                                                                                                               
  1243  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1244  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1245  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1246  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1247  DIAG_CODE                               患者所患的疾病诊断特定编码体系中的编码                                                                                                                                                                                                      
  1248  INFORMED_CONSENT_CONENT                 知情同意书中涉及的诊疗项目在实施或应用过程中可能存在的风险及其他意外或不良后果的详细描述                                                                                                                           
  1249  DISPOSE_OPINION                         在此诊疗活动过程中，医疗机构对患者应尽责任的陈述以及对可能面临的风险或意外情况所采取的应对措施的详细描述                                                                                                   
  1250  DISPOSE_OPINION                         患者/法定代理人对知情同意书中告知内容的意见描述                                                                                                                                                                                         
  1251  PATIENT_NAME                            患者本人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                           
  1252  PATIENT_NAME                            法定代理人签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                        
  1253  RELATION_CODE                           法定代理人与患者的关系类别在特定编码体系中的代码                                                                                                                                                                                       
  1254  SIGN_DATETIME                           患者/法定代理人签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                   
  1255  PATIENT_NAME                            医师签署的在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                 
  1256  SIGN_DATETIME                           医师进行电子签名时的公元纪年日期和时间的完整描述                                                                                                                                                                                       
  1257  RECEIV_MECHAN_IN                        患者在住院诊疗所在的医疗机构名称                                                                                                                                                                                                               
  1258  ORG_ID                                  经《医疗机构执业许可证》登记的，并按照特定编码体系填写的代码                                                                                                                                                                     
  1259  PAY_WAY                                 患者单次住院诊疗所发生费用的支付方式在特定编码体系中的代码                                                                                                                                                                        
  1260  HEALTH_CARD_NO                          患者持有诊治的次数的全国统一的居民健康卡的编号                                                                                                                                                                                          
  1261  VISIT_NO                                即第x次住院”指患者在本医疗机构住院                                                                                                                                                                                                           
  1262  INP_NO                                  按照的顺序号某一特定编码规则赋予住院就诊对象                                                                                                                                                                                             
  1263  MR_NO                                   本医疗机构为患者住院病案设置的唯一性编码。原则上，同一患者在同一医疗机构多次住院应当使用同一病案号                                                                                                            
  1264  PATIENT_NAME                            患者本人在公安户籍管理部门正式登记注册的姓氏和名称                                                                                                                                                                                    
  1265  PATIENT_SEX                             患者生理性别在特定编码体系中的代码                                                                                                                                                                                                            
  1266  BIRTHDAY                                患者出生当日的公元纪年日期的完整描述                                                                                                                                                                                                         
  1267  AGE_YEAR                                患者年龄满1周岁的实足年龄，为患者出生后按照日历计算的历法年龄，以实足年龄的相应整数填写                                                                                                                             
  1268  AGE_MONTH                               年龄不足1周岁的实足年龄的月龄，以分数形式表示:分数的整数部分代表实足月龄，分数部分分母为30,分子为不足1个月的天数                                                                                          
  1269  NATIONNALITY_CODE                       患者所属国锫在特定编码体系中的代码                                                                                                                                                                                                            
  1270  BIRTH_WEIGHT                            新生儿出生后第1小时内第1次称得的重量，产妇病历和新生儿期住院的患儿都应填写                                                                                                                                                 
  1271  BIRTH_WEIGHT                            新生儿患儿入院时称得的重量，新生儿期住院的患儿应填写                                                                                                                                                                                 
  1272  ADDRESS_PROVINCE                        患者出生时所在地点的省、自治区或直辖市名称                                                                                                                                                                                                
  1273  ADDRESS_CITY                            患者出生时所在地点的市、地区或州的名称                                                                                                                                                                                                      
  1274  ADDRESS_COUNTY                          患者出生时所在地点的县（区）的名称                                                                                                                                                                                                            
  1275  ADDRESS_PROVINCE                        患者祖居地或原籍所在地的省、自治区或直辖市名称                                                                                                                                                                                          
  1276  ADDRESS_CITY                            患者祖居地或原籍所在地的市、地区或州的名称                                                                                                                                                                                                
  1277  NATION                                  患者所属民族在特定编码体系中的代码                                                                                                                                                                                                            
  1278  IDENTITY_TYPE                           患者身份证件所属类别在特定编码体系中的代码                                                                                                                                                                                                
  1279  IDENTITY_NO                             患者的身份证件上的唯一法定标识符                                                                                                                                                                                                               
  1280  OCCUPATIENTION_CLASS_CODE               患者当前从事的职业类别在特定编码体系中的代码                                                                                                                                                                                             
  1281  MARITAL_STATUS_CODE                     患者当前婚姻状况在特定编码体系中的代码                                                                                                                                                                                                      
  1282  ADDRESS_PROVINCE                        患者来院前近期的常住地址的省、自治区或直辖市名称                                                                                                                                                                                       
  1283  ADDRESS_CITY                            患者来院前近期的常住地址的市、地区或州的名称                                                                                                                                                                                             
  1284  ADDRESS_COUNTY                          患者来院前近期的常住地址的县（区）的名称                                                                                                                                                                                                   
  1285  ADDRESS_TOWNSHIP                        患者来院前近期的常住地址的乡、镇或城市的街道办事处名称                                                                                                                                                                              
  1286  ADDRESS_VILLAGE                         患者来院前近期的常住地址的村或城市的街、路、里、弄等名称                                                                                                                                                                           
  1287  ADDRESS_DOORS                           患者来院前近期的常住地址的门牌号码                                                                                                                                                                                                            
  1288  WORKUNIT_PHONE                          患者本人的电话号码，包括国际、国内区号和分机号                                                                                                                                                                                          
  1289  WORKUNIT_ZIP_CODE                       患者来院前近期的常住地址的邮政编码                                                                                                                                                                                                            
  1290  ADDRESS_PROVINCE                        患者户籍登记所在地址的省、自治区或直辖市名称                                                                                                                                                                                             
  1291  ADDRESS_CITY                            患者户籍登记所在地址的市、地区或州的名称                                                                                                                                                                                                   
  1292  ADDRESS_COUNTY                          患者户籍登记所在地址的县（区）的名称                                                                                                                                                                                                         
  1293  ADDRESS_TOWNSHIP                        患者户籍登记所在地址的乡、镇或城市的街道办事处名称                                                                                                                                                                                    
  1294  ADDRESS_VILLAGE                         患者户籍登记所在地址的村或城市的街、路、里、弄等名称                                                                                                                                                                                 
  1295  ADDRESS_DOORS                           患者户籍登记所在地址的门牌号码                                                                                                                                                                                                                  
  1296  WORKUNIT_ZIP_CODE                       患者户籍登记所在地址的邮政编码                                                                                                                                                                                                                  
  1297  WORKUNIT_NAME                           患者在就诊前的工作单位名称                                                                                                                                                                                                                        
  1298  ADDRESS_PROVINCE                        患者当前所在的工作单位地址的省、自治区或直辖市名称                                                                                                                                                                                    
  1299  ADDRESS_CITY                            患者当前所在的工作单位地址的市、地区或州的名称                                                                                                                                                                                          
  1300  ADDRESS_COUNTY                          患者当前所在的工作单位地址的县（区）的名称                                                                                                                                                                                                
  1301  ADDRESS_TOWNSHIP                        患者当前所在的工作单位地址的乡、镇或城市的街道办事处名称                                                                                                                                                                           
  1302  ADDRESS_VILLAGE                         患者当前所在的工作单位地址的村或城市的街、路、里、弄等名称                                                                                                                                                                        
  1303  ADDRESS_DOORS                           患者当前所在的工作单位地址的门牌号码                                                                                                                                                                                                         
  1304  WORKUNIT_PHONE                          患者当前所在的工作单位的电话号码，包括国际、国内区号和分机号                                                                                                                                                                     
  1305  WORKUNIT_ZIP_CODE                       患者当前所在的工作单位地址的邮政编码                                                                                                                                                                                                         
